"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"43008 IJUI";10;14;7;15;13;15;13;13;13;17;18;20;23;20;16;19;29;24;17;12;15;19;15;377
"43009 CARAZINHO";1;1;5;2;4;6;3;1;3;2;2;7;10;11;10;6;16;15;31;24;12;15;20;207
"43010 PASSO FUNDO";3;8;13;10;18;16;13;18;20;16;17;13;30;16;26;32;30;33;38;28;28;37;42;505
"43011 CRUZ ALTA";3;7;9;2;10;3;5;2;7;10;15;13;14;17;19;14;14;15;20;23;16;9;16;263
"43012 NAO-ME-TOQUE";-;2;4;2;-;1;2;4;4;1;2;2;5;2;1;3;7;9;5;7;6;4;5;78
"43013 SOLEDADE";1;2;4;-;1;1;3;2;5;2;-;2;10;4;7;5;6;11;8;5;3;6;14;102
"43014 GUAPORE";5;7;9;7;12;13;16;6;13;14;16;8;26;18;14;15;19;18;18;14;18;21;7;314
"43015 VACARIA";7;8;12;12;21;20;9;12;8;4;2;8;17;15;12;7;20;9;19;20;23;13;13;291
"43016 CAXIAS DO SUL";60;90;75;105;51;58;51;67;55;57;60;70;61;63;66;60;57;42;39;38;40;45;34;1344
"43017 SANTIAGO";-;-;6;-;1;4;2;-;3;2;5;6;3;2;12;3;5;7;7;2;8;7;4;89
"43018 SANTA MARIA";8;1;1;6;3;2;4;2;1;3;2;9;10;8;4;12;24;17;26;20;13;13;17;206
"43019 RESTINGA SECA";-;1;1;-;-;-;-;1;2;-;-;-;1;1;-;4;11;7;7;5;4;3;8;56
"43020 SANTA CRUZ DO SUL";14;10;18;10;14;12;17;14;5;20;14;16;12;28;18;20;20;18;34;21;25;16;22;398
"43021 LAJEADO-ESTRELA";28;22;30;27;11;24;22;22;23;19;28;16;21;16;21;14;19;19;28;16;28;8;30;492
"43022 CACHOEIRA DO SUL";2;5;7;6;10;5;5;3;5;7;7;6;11;13;12;16;7;11;10;14;9;14;4;189
"43023 MONTENEGRO";5;3;7;11;5;7;8;8;12;11;10;13;15;15;18;18;15;17;11;18;11;14;11;263
"43024 GRAMADO-CANELA";6;7;3;17;7;17;4;11;13;5;18;11;10;8;10;10;18;19;15;19;18;9;8;263
"43025 SAO JERONIMO";1;2;4;4;2;2;3;4;1;2;3;2;6;9;5;10;4;6;15;4;8;6;-;103
"43026 PORTO ALEGRE";42;38;62;76;87;78;68;67;79;98;107;104;93;117;99;115;106;125;113;93;107;88;85;2047
"43027 OSORIO";5;7;5;5;9;6;8;18;20;14;15;13;21;30;15;13;16;17;27;12;25;15;31;347
"43028 CAMAQUA";-;-;2;1;4;4;4;-;3;2;1;8;4;6;6;7;5;8;9;4;3;4;12;97
"43029 CAMPANHA OCIDENTAL";13;7;7;2;11;15;19;11;18;17;15;22;21;17;16;15;14;15;13;13;12;10;15;318
"43030 CAMPANHA CENTRAL";-;1;3;2;3;3;2;8;7;7;6;8;6;8;9;5;4;9;6;6;12;7;10;132
"43031 CAMPANHA MERIDIONAL";1;3;5;7;4;6;6;4;7;2;17;5;4;4;14;2;7;7;4;1;5;7;7;129
"43032 SERRAS DE SUDESTE";1;1;6;3;1;2;1;2;5;4;10;8;3;10;11;4;8;7;8;11;9;7;9;131
"43033 PELOTAS";2;5;3;-;2;1;4;16;4;11;16;10;8;9;6;12;10;18;22;26;13;5;27;230
"43034 JAGUARAO";-;1;-;-;-;-;2;4;-;2;1;1;-;-;1;3;2;4;5;2;2;4;3;37
"43035 LITORAL LAGUNAR";2;1;-;7;13;16;6;8;9;11;8;10;10;17;17;8;8;13;9;1;3;5;9;191
"Ignorado - RS";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;4
"42001 SAO MIGUEL DO OESTE";11;9;10;16;11;16;10;11;13;9;8;18;19;15;24;21;16;14;17;12;12;10;21;323
"42002 CHAPECO";13;27;21;24;27;49;41;25;45;36;74;74;60;47;58;41;45;56;58;34;38;46;59;998
"42003 XANXERE";9;12;13;10;20;19;18;20;25;15;38;38;18;30;27;27;32;24;21;35;22;10;14;497
"42004 JOACABA";28;21;36;25;26;28;45;29;38;28;30;50;27;42;37;34;32;29;31;40;44;38;33;771
"42005 CONCORDIA";2;12;11;15;15;12;13;22;12;15;13;15;23;12;20;10;9;16;11;16;12;17;13;316
"42006 CANOINHAS";18;12;10;14;22;21;24;24;18;14;20;31;33;29;34;30;20;23;19;10;29;25;26;506
"42007 SAO BENTO DO SUL";14;8;6;15;15;15;11;10;15;12;10;11;6;12;20;14;9;7;6;10;12;13;7;258
"42008 JOINVILLE";46;66;57;50;50;27;46;56;46;57;47;57;67;58;85;55;62;66;53;40;54;41;52;1238
"42009 CURITIBANOS";11;12;14;6;9;4;14;15;17;16;17;22;23;20;33;19;24;26;23;20;21;26;15;407
"42010 CAMPOS DE LAGES";15;11;16;9;15;15;24;25;28;16;17;24;24;25;42;48;34;25;19;38;35;37;44;586
"42011 RIO DO SUL";25;19;15;33;27;20;25;19;20;28;34;34;27;27;43;42;36;28;25;36;16;28;27;634
"42012 BLUMENAU";43;42;41;44;42;51;46;47;29;53;79;74;75;88;75;54;40;49;65;45;47;50;43;1222
"42013 ITAJAI";21;17;27;27;29;17;27;16;41;22;21;32;32;32;26;21;30;30;32;19;25;19;15;578
"42014 ITUPORANGA";7;3;2;8;6;9;3;8;3;1;3;11;9;10;6;12;7;12;8;9;8;9;6;160
"42015 TIJUCAS";4;6;5;3;5;1;-;3;5;6;12;13;15;6;5;7;6;11;10;10;7;5;6;151
"42016 FLORIANOPOLIS";41;51;46;36;35;30;29;24;17;34;31;31;43;39;41;40;50;38;46;21;24;23;29;799
"42017 TABULEIRO";2;5;2;-;1;-;2;1;1;5;1;-;6;6;3;4;4;1;6;1;4;-;3;58
"42018 TUBARAO";15;36;40;28;34;53;36;36;21;25;37;50;34;26;26;29;26;21;29;24;19;24;22;691
"42019 CRICIUMA";19;16;18;24;40;19;27;39;28;20;21;27;18;17;24;17;28;17;21;17;15;8;13;493
"42020 ARARANGUA";3;21;10;23;11;11;10;12;9;10;18;19;7;18;21;16;11;12;14;7;8;8;8;287
"Ignorado - SC";1;1;1;-;-;-;1;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;7
"28001 SERGIPANA DO SERTAO DO SAO FRANCISCO";18;9;8;10;4;4;5;4;3;7;7;17;12;17;6;8;11;10;-;5;12;6;3;186
"28002 CARIRA";5;4;2;4;3;4;5;1;6;3;5;2;3;6;5;13;9;4;4;5;3;1;2;99
"28003 NOSSA SENHORA DAS DORES";4;6;3;8;-;3;4;1;4;2;3;10;4;5;5;3;3;-;3;1;5;2;4;83
"28004 AGRESTE DE ITABAIANA";17;17;20;10;12;11;13;7;7;13;11;13;3;18;14;13;6;9;7;7;13;13;12;266
"28005 TOBIAS BARRETO";5;2;1;5;6;2;8;-;4;-;4;-;4;10;5;10;3;2;1;4;4;2;7;89
"28006 AGRESTE DE LAGARTO";9;13;10;4;19;8;5;6;6;3;4;9;-;6;8;2;4;1;2;2;3;-;5;129
"28007 PROPRIA";3;9;2;3;5;3;1;3;5;2;1;7;2;3;4;8;4;3;6;4;7;-;6;91
"28008 COTINGUIBA";2;4;5;1;1;-;1;-;1;3;3;2;1;6;2;-;2;2;1;1;-;1;2;41
"28009 JAPARATUBA";1;3;3;5;2;2;2;1;-;1;3;3;4;5;1;2;3;-;3;1;1;-;2;48
"28010 BAIXO COTINGUIBA";6;10;11;7;8;4;6;7;-;5;8;2;7;8;6;11;1;2;5;2;-;8;3;127
"28011 ARACAJU";54;54;37;25;21;28;33;28;41;28;62;46;47;41;21;26;26;20;15;26;11;29;18;737
"28012 BOQUIM";8;14;8;4;14;9;6;12;5;9;10;7;7;15;8;12;11;11;7;8;10;7;5;207
"28013 ESTANCIA";5;7;1;3;4;5;3;6;13;5;14;8;6;5;3;3;5;4;7;5;5;5;6;128
"Ignorado - SE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"35001 JALES";11;5;1;5;6;2;20;9;13;2;11;4;4;5;6;6;4;11;6;4;7;5;4;151
"35002 FERNANDOPOLIS";2;3;-;4;-;2;5;6;7;7;11;6;5;5;9;8;7;7;6;11;1;7;6;125
"35003 VOTUPORANGA";1;2;2;4;3;2;3;12;4;7;5;4;7;7;11;5;7;15;6;13;6;3;11;140
"35004 SAO JOSE DO RIO PRETO";16;18;13;22;7;21;24;60;32;42;32;44;37;37;52;40;25;35;35;41;44;31;53;761
"35005 CATANDUVA";6;4;10;9;12;12;20;35;8;20;35;21;9;14;13;29;16;18;10;17;23;14;12;367
"35006 AURIFLAMA";1;-;-;2;2;-;1;1;1;2;3;4;5;10;14;4;6;4;8;7;5;1;2;83
"35007 NHANDEARA";2;-;-;1;1;1;6;5;11;4;4;6;10;10;6;2;1;2;4;6;4;5;5;96
"35008 NOVO HORIZONTE";1;-;5;6;-;1;10;10;15;10;8;14;9;9;12;10;11;16;17;11;10;2;5;192
"35009 BARRETOS";1;9;1;3;5;4;30;22;23;19;19;27;8;16;21;13;12;11;9;10;8;17;11;299
"35010 SAO JOAQUIM DA BARRA";1;10;1;10;6;4;13;15;14;12;11;17;10;12;10;8;11;9;10;7;13;10;10;224
"35011 ITUVERAVA";1;-;5;2;1;3;7;8;7;8;9;8;8;13;4;2;6;4;2;4;2;3;5;112
"35012 FRANCA";9;7;4;6;6;2;40;31;44;12;27;26;14;15;17;14;11;21;18;13;15;8;14;374
"35013 JABOTICABAL";12;5;13;12;18;11;31;30;42;36;32;38;42;41;49;41;44;29;18;18;36;24;27;649
"35014 RIBEIRAO PRETO";29;25;31;30;12;24;39;46;48;58;73;44;49;55;71;32;35;33;35;38;57;39;43;946
"35015 BATATAIS";4;2;1;3;1;3;5;7;10;3;13;10;6;11;6;6;5;9;4;4;9;9;3;134
"35016 ANDRADINA";4;2;2;1;4;2;12;5;13;5;12;19;14;7;25;16;14;4;4;8;3;13;7;196
"35017 ARACATUBA";4;4;2;5;3;2;7;5;6;5;12;3;7;13;14;14;7;10;11;4;19;9;18;184
"35018 BIRIGUI";7;5;6;9;5;1;9;15;11;10;7;8;26;10;23;18;19;12;8;11;15;16;14;265
"35019 LINS";-;3;3;-;5;2;5;6;13;12;8;11;19;14;11;8;5;12;14;7;4;10;13;185
"35020 BAURU";4;5;12;25;25;14;16;17;25;24;25;28;28;20;27;31;16;16;3;18;14;17;24;434
"35021 JAU";3;8;5;8;6;5;17;25;26;13;26;26;33;23;34;30;16;24;19;22;14;19;16;418
"35022 AVARE";7;24;14;17;12;13;16;12;20;25;17;21;12;20;31;26;16;20;16;15;6;1;8;369
"35023 BOTUCATU";12;15;9;18;17;5;11;8;18;14;12;12;26;16;15;19;23;14;9;17;7;13;6;316
"35024 ARARAQUARA";16;10;30;18;11;15;17;35;29;43;44;27;28;29;39;55;37;31;23;32;26;14;20;629
"35025 SAO CARLOS";-;2;-;1;5;2;10;25;19;11;29;38;9;19;15;14;19;12;15;11;5;3;12;276
"35026 RIO CLARO";8;2;7;6;9;10;9;9;13;9;10;16;6;5;15;7;12;2;4;9;3;12;8;191
"35027 LIMEIRA";4;7;5;15;8;15;16;9;10;6;14;5;6;6;14;11;1;8;12;16;16;22;15;241
"35028 PIRACICABA";6;5;7;9;5;19;29;30;20;38;33;28;26;25;28;25;31;23;4;27;19;20;17;474
"35029 PIRASSUNUNGA";2;2;3;1;5;7;6;9;8;11;8;14;10;5;10;10;4;7;9;7;6;6;6;156
"35030 SAO JOAO DA BOA VISTA";7;12;11;13;13;19;23;21;25;23;28;25;31;26;24;20;16;17;19;23;6;13;23;438
"35031 MOJI MIRIM";5;6;6;4;4;2;2;2;13;6;13;12;10;8;18;10;5;6;14;15;13;17;12;203
"35032 CAMPINAS";13;24;24;24;48;27;61;77;63;70;56;58;75;100;92;87;71;55;78;44;65;55;64;1331
"35033 AMPARO";11;1;6;2;4;-;20;14;4;5;17;12;9;10;6;11;11;4;5;11;16;7;10;196
"35034 DRACENA";6;7;5;12;8;4;6;6;12;10;13;22;16;13;13;13;4;9;9;7;10;7;7;219
"35035 ADAMANTINA";5;4;4;4;7;2;18;7;8;12;10;17;13;8;6;8;2;2;6;10;10;10;18;191
"35036 PRESIDENTE PRUDENTE";24;28;26;24;40;34;63;43;75;63;37;51;52;50;44;25;35;30;24;20;28;35;36;887
"35037 TUPA";-;3;3;3;5;6;12;5;5;9;11;12;5;4;5;3;15;8;8;4;9;5;7;147
"35038 MARILIA";-;9;8;7;8;8;20;11;11;23;17;12;17;11;11;9;5;11;9;5;6;12;10;240
"35039 ASSIS";6;7;8;2;4;4;8;8;9;13;15;3;12;13;11;2;6;10;3;13;4;7;6;174
"35040 OURINHOS";17;17;11;8;14;15;16;26;29;42;24;30;15;12;20;28;19;18;15;19;11;12;10;428
"35041 ITAPEVA";12;15;24;14;17;13;13;18;21;10;22;26;27;22;22;38;23;18;20;19;10;12;12;428
"35042 ITAPETININGA";5;1;2;8;2;3;15;16;9;16;15;14;12;15;9;13;10;9;13;3;14;8;10;222
"35043 TATUI";4;5;11;16;8;7;20;20;14;12;19;23;15;17;30;9;16;12;24;15;12;17;9;335
"35044 CAPAO BONITO";7;5;3;6;1;7;1;8;3;9;9;3;17;11;5;9;9;4;9;8;9;7;10;160
"35045 PIEDADE";3;1;3;2;6;2;8;17;7;18;19;12;15;16;21;6;12;7;14;11;14;17;14;245
"35046 SOROCABA";12;11;23;25;12;25;53;64;52;85;63;93;61;68;68;26;38;44;43;39;48;50;42;1045
"35047 JUNDIAI";9;12;7;13;17;18;21;21;36;21;20;28;18;26;24;19;21;29;18;23;7;28;22;458
"35048 BRAGANCA PAULISTA";6;11;11;1;18;6;45;27;23;11;24;39;26;24;23;19;20;23;23;18;18;19;15;450
"35049 CAMPOS DO JORDAO";3;4;2;3;2;2;2;1;1;2;2;-;3;3;1;1;2;1;1;-;-;-;2;38
"35050 SAO JOSE DOS CAMPOS";31;15;26;18;26;17;23;42;45;55;57;36;20;17;34;14;23;18;14;19;32;18;22;622
"35051 GUARATINGUETA";7;7;18;11;19;19;10;21;13;22;31;13;18;15;16;25;20;23;13;18;13;17;20;389
"35052 BANANAL";3;-;1;1;3;1;-;-;-;1;-;2;-;-;2;1;1;1;2;-;-;1;1;21
"35053 PARAIBUNA/PARAITINGA";1;3;4;5;1;2;2;4;4;5;5;4;5;2;5;2;7;1;2;4;1;2;3;74
"35054 CARAGUATATUBA";5;1;5;5;6;2;2;10;8;6;3;5;16;12;6;4;8;3;4;3;9;4;7;134
"35055 REGISTRO";5;4;4;1;8;4;36;16;31;17;4;4;4;15;27;14;14;12;28;24;43;35;22;372
"35056 ITANHAEM";-;3;2;-;-;-;4;8;3;6;15;17;10;5;1;1;2;2;5;2;8;9;1;104
"35057 OSASCO";8;31;23;37;22;21;47;37;33;36;53;37;31;32;38;30;25;25;27;33;23;31;21;701
"35058 FRANCO DA ROCHA";1;3;4;2;7;9;9;6;11;11;11;14;13;23;18;11;13;5;5;6;9;13;6;210
"35059 GUARULHOS";8;16;14;17;18;11;18;33;35;15;24;34;42;31;29;32;28;20;24;13;17;20;16;515
"35060 ITAPECERICA DA SERRA";10;6;21;10;17;10;17;20;17;14;29;23;22;16;32;14;15;15;13;11;21;12;13;378
"35061 SAO PAULO";79;147;129;155;206;185;329;238;257;276;290;258;285;321;322;256;246;159;83;204;182;157;77;4841
"35062 MOGI DAS CRUZES";4;3;7;9;11;11;15;31;27;19;22;23;36;27;24;24;33;36;21;17;29;29;19;477
"35063 SANTOS";2;7;6;1;12;16;13;18;27;11;7;20;28;17;19;12;21;19;30;17;17;29;30;379
"Ignorado - SP";3;8;3;6;3;4;5;2;3;4;12;8;10;8;8;13;5;1;2;2;7;7;5;129
"17001 BICO DO PAPAGAIO";8;8;2;10;7;3;12;5;8;9;7;10;13;7;20;17;15;6;6;4;8;3;8;196
"17002 ARAGUAINA";19;15;20;18;15;12;20;21;17;26;25;19;12;9;41;29;15;11;16;15;5;6;11;397
"17003 MIRACEMA DO TOCANTINS";12;10;15;3;7;13;8;5;9;17;14;23;7;14;28;28;15;25;4;4;7;9;11;288
"17004 RIO FORMOSO";15;12;14;6;14;14;11;8;19;13;15;16;25;16;24;18;18;18;3;6;8;13;7;313
"17005 GURUPI";25;10;17;9;30;19;23;24;22;21;40;39;41;26;31;25;26;20;14;14;16;21;21;534
"17006 PORTO NACIONAL";33;24;22;14;26;21;17;34;10;21;15;21;22;29;31;34;26;29;24;21;13;25;20;532
"17007 JALAPAO";1;2;1;1;1;1;-;8;4;-;4;2;1;1;1;5;5;1;2;2;1;2;8;54
"17008 DIANOPOLIS";5;3;6;7;7;6;9;8;17;16;11;5;11;9;6;8;8;8;9;8;5;10;4;186
"Ignorado - TO";-;-;-;-;-;-;-;-;1;1;1;-;3;1;-;1;1;-;-;3;-;-;-;12
"Total";5266;5847;6290;6402;7188;7035;7639;7982;8120;8133;9059;9733;10154;9757;10084;8858;8577;8187;7282;6899;6752;7029;7226;179499
