"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"42013 ITAJAI";2;-;-;3;-;2;2;-;-;1;1;2;1;-;-;-;2;1;1;1;-;-;-;19
"42014 ITUPORANGA";-;-;-;-;-;-;-;-;-;-;2;1;1;1;-;-;-;-;-;2;-;-;-;7
"42015 TIJUCAS";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"42016 FLORIANOPOLIS";-;-;3;3;3;1;-;1;1;2;-;1;3;-;-;1;3;1;-;-;-;-;1;24
"42017 TABULEIRO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"42018 TUBARAO";-;2;2;1;4;-;1;5;-;3;1;1;-;1;1;-;-;1;-;-;-;-;-;23
"42019 CRICIUMA";-;-;-;2;2;-;5;1;-;1;-;-;1;-;-;1;2;1;-;1;-;-;-;17
"42020 ARARANGUA";-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;1;1;1;2;1;-;-;2;13
"28001 SERGIPANA DO SERTAO DO SAO FRANCISCO";-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3
"28002 CARIRA";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"28004 AGRESTE DE ITABAIANA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"28011 ARACAJU";-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"28012 BOQUIM";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"35001 JALES";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;1;1;1;-;7
"35002 FERNANDOPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;1;-;-;5
"35003 VOTUPORANGA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;2;-;-;-;6
"35004 SAO JOSE DO RIO PRETO";-;-;-;-;2;-;-;1;1;1;2;11;-;2;7;1;1;-;1;1;2;-;2;35
"35005 CATANDUVA";-;-;2;-;-;1;-;1;1;1;-;2;-;1;1;2;-;-;1;-;2;-;-;15
"35006 AURIFLAMA";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;7
"35007 NHANDEARA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;5
"35008 NOVO HORIZONTE";-;-;-;-;-;-;-;-;-;-;-;5;3;-;2;1;1;-;-;-;1;-;1;14
"35009 BARRETOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"35010 SAO JOAQUIM DA BARRA";1;-;-;-;-;-;3;1;3;-;-;7;2;-;1;-;-;1;-;-;-;-;-;19
"35011 ITUVERAVA";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"35012 FRANCA";-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;2;6
"35013 JABOTICABAL";-;-;-;-;1;-;-;1;-;-;-;2;3;1;1;2;1;1;-;1;1;3;-;18
"35014 RIBEIRAO PRETO";-;-;-;1;-;1;3;3;1;3;3;1;10;6;3;-;1;1;3;5;1;4;-;50
"35015 BATATAIS";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;2;1;6
"35016 ANDRADINA";-;-;-;-;1;-;1;-;-;-;-;1;-;-;1;-;-;-;2;-;-;-;-;6
"35017 ARACATUBA";-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;2;-;3;-;11
"35018 BIRIGUI";-;8;-;-;-;-;1;-;-;-;-;-;2;-;1;-;-;2;4;-;4;2;2;26
"35019 LINS";-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;2;3;1;-;1;-;-;-;11
"35020 BAURU";-;-;-;-;-;-;-;2;-;-;-;1;3;-;1;-;-;-;-;-;-;1;-;8
"35021 JAU";-;1;-;-;1;-;1;1;1;-;1;7;-;2;-;2;-;-;-;-;-;-;1;18
"35022 AVARE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;3
"35023 BOTUCATU";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2
"35024 ARARAQUARA";-;1;-;-;-;-;1;2;2;1;1;1;3;1;-;1;-;1;2;-;-;3;4;24
"35025 SAO CARLOS";-;-;-;-;-;-;-;-;1;4;-;-;-;-;1;1;1;-;-;1;1;-;-;10
"35026 RIO CLARO";-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;1;1;-;-;-;-;-;-;6
"35027 LIMEIRA";-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;7
"35028 PIRACICABA";-;-;-;-;-;-;3;1;-;1;2;1;5;2;-;-;1;-;-;1;3;1;2;23
"35029 PIRASSUNUNGA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;1;-;-;5
"35030 SAO JOAO DA BOA VISTA";1;-;-;-;-;3;-;2;-;1;-;1;1;1;-;-;-;-;-;-;1;-;-;11
"35031 MOJI MIRIM";-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;2;1;-;-;1;8
"35032 CAMPINAS";1;-;-;-;-;-;-;3;-;-;-;3;2;-;2;2;2;2;1;1;3;-;4;26
"35033 AMPARO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;4
"35034 DRACENA";-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;1;-;-;1;2;8
"35035 ADAMANTINA";-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;-;-;-;-;1;1;-;-;6
"35036 PRESIDENTE PRUDENTE";-;-;-;-;-;-;2;1;2;-;-;2;2;-;1;-;4;2;3;1;-;1;-;21
"35037 TUPA";-;-;-;-;-;2;-;-;-;-;-;1;1;-;-;-;1;-;1;3;1;-;-;10
"35038 MARILIA";-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;2;-;-;-;-;-;1;7
"35039 ASSIS";1;-;-;-;-;-;-;-;-;-;-;5;-;2;-;-;1;-;-;-;1;-;-;10
"35040 OURINHOS";-;1;-;-;1;-;-;-;1;-;1;1;1;1;-;-;-;-;1;2;-;1;-;11
"35041 ITAPEVA";-;-;-;-;-;-;-;1;-;-;6;-;-;-;-;-;-;-;-;-;-;-;2;9
"35042 ITAPETININGA";-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;4
"35043 TATUI";-;-;-;-;-;-;1;1;-;-;2;-;1;1;-;-;-;-;-;-;-;1;-;7
"35044 CAPAO BONITO";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;4;8
"35045 PIEDADE";-;-;-;-;-;-;-;1;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;5
"35046 SOROCABA";-;-;-;-;-;-;1;1;4;-;2;2;-;4;1;3;-;-;-;4;-;2;2;26
"35047 JUNDIAI";-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"35048 BRAGANCA PAULISTA";-;-;-;-;-;-;1;1;1;-;-;1;2;-;2;1;2;-;-;-;-;-;-;11
"35049 CAMPOS DO JORDAO";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"35050 SAO JOSE DOS CAMPOS";-;-;-;-;-;-;-;-;-;2;-;-;2;1;-;-;-;-;-;-;-;1;-;6
"35051 GUARATINGUETA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"35052 BANANAL";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"35054 CARAGUATATUBA";-;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;6
"35055 REGISTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2
"35056 ITANHAEM";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"35057 OSASCO";-;-;-;1;-;-;-;-;1;2;4;4;2;1;-;1;-;-;-;-;1;1;-;18
"35058 FRANCO DA ROCHA";-;-;-;-;-;1;1;3;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;7
"35059 GUARULHOS";1;-;-;-;-;-;-;1;-;-;1;-;1;-;2;1;1;3;-;1;-;-;-;12
"35060 ITAPECERICA DA SERRA";-;-;-;-;-;1;-;-;-;1;2;-;1;1;2;1;1;-;-;-;-;-;-;10
"35061 SAO PAULO";-;1;1;5;7;11;5;4;2;5;1;4;7;7;2;2;3;1;-;3;3;-;6;80
"35062 MOGI DAS CRUZES";-;2;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2;-;-;1;-;7
"35063 SANTOS";-;-;-;-;-;-;-;-;-;1;-;2;1;1;-;-;-;1;-;-;-;-;1;7
"Ignorado - SP";-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"17001 BICO DO PAPAGAIO";-;-;-;1;2;1;4;-;-;1;-;-;-;-;1;-;-;-;-;-;2;-;2;14
"17002 ARAGUAINA";1;3;2;4;9;4;3;2;1;2;6;4;2;2;3;1;3;1;-;-;-;-;1;54
"17003 MIRACEMA DO TOCANTINS";-;1;-;1;1;-;1;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;3;12
"17004 RIO FORMOSO";1;-;-;-;2;-;-;1;3;-;-;-;-;-;-;-;3;-;-;4;1;-;1;16
"17005 GURUPI";-;1;-;2;-;-;1;1;-;-;1;-;-;-;1;-;-;2;-;1;2;3;-;15
"17006 PORTO NACIONAL";-;-;4;2;1;-;2;1;-;-;2;-;-;1;2;1;4;2;1;1;5;2;2;33
"17007 JALAPAO";-;1;-;-;1;1;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"17008 DIANOPOLIS";-;8;-;-;3;-;1;2;1;-;1;2;-;1;-;2;-;1;-;2;2;-;3;29
"Total";176;200;224;248;279;306;264;291;267;305;342;379;371;327;325;320;322;324;312;328;235;257;315;6717
