"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"43007 SANTO ANGELO";14;10;7;10;8;7;15;6;7;4;8;9;3;7;10;2;6;5;6;2;4;3;7;160
"43008 IJUI";7;7;10;5;8;11;6;2;7;8;10;3;7;6;6;4;5;2;4;7;2;-;4;131
"43009 CARAZINHO";8;4;3;9;8;7;6;4;11;4;11;3;9;7;7;7;4;8;2;7;3;3;6;141
"43010 PASSO FUNDO";18;11;18;21;22;26;17;17;20;12;21;14;10;19;18;8;9;22;10;11;14;15;12;365
"43011 CRUZ ALTA";7;7;6;7;8;5;5;4;4;4;4;3;5;6;6;3;3;4;7;2;1;7;2;110
"43012 NAO-ME-TOQUE";2;5;1;3;1;3;3;2;2;2;3;-;2;2;-;1;2;2;-;2;1;1;-;40
"43013 SOLEDADE";5;6;5;6;11;3;2;4;-;-;6;1;3;2;2;-;3;2;-;4;3;6;5;79
"43014 GUAPORE";4;5;5;9;5;8;4;3;5;6;7;5;4;4;4;2;1;3;9;6;1;1;4;105
"43015 VACARIA";15;16;12;10;9;17;11;6;5;3;5;8;8;6;5;4;6;4;11;6;5;9;3;184
"43016 CAXIAS DO SUL";40;36;41;39;44;36;33;29;34;31;21;39;32;27;23;22;19;33;17;15;18;23;22;674
"43017 SANTIAGO";2;4;5;7;4;6;5;2;4;3;4;3;2;2;4;2;4;-;-;2;11;3;2;81
"43018 SANTA MARIA";6;8;8;10;8;10;11;6;13;11;14;11;8;7;8;12;16;10;12;10;9;11;9;228
"43019 RESTINGA SECA";-;1;3;3;5;2;-;1;-;-;-;3;3;1;-;1;1;1;5;6;-;3;-;39
"43020 SANTA CRUZ DO SUL";12;21;28;17;28;19;15;15;8;7;18;17;21;21;15;10;10;10;7;15;11;16;10;351
"43021 LAJEADO-ESTRELA";26;14;23;18;15;32;20;26;22;16;16;18;16;18;11;15;18;19;7;13;14;13;9;399
"43022 CACHOEIRA DO SUL";13;9;13;12;7;9;9;8;5;7;6;5;4;2;8;2;9;11;4;6;2;3;5;159
"43023 MONTENEGRO";16;13;22;13;18;16;11;17;11;16;6;14;9;6;8;16;8;4;15;10;7;5;6;267
"43024 GRAMADO-CANELA";26;11;15;17;17;17;14;12;12;7;14;16;17;15;14;7;10;13;10;13;9;6;9;301
"43025 SAO JERONIMO";7;7;9;5;8;5;4;1;4;6;2;6;3;1;5;3;3;5;6;4;6;3;1;104
"43026 PORTO ALEGRE";164;172;215;196;210;199;168;159;179;169;163;139;112;136;130;106;122;122;119;137;86;80;98;3381
"43027 OSORIO";8;20;19;18;18;13;10;19;15;15;15;10;21;14;10;22;11;7;10;12;13;15;8;323
"43028 CAMAQUA";9;5;6;5;5;3;1;5;5;8;4;6;3;4;6;1;4;7;7;3;4;4;3;108
"43029 CAMPANHA OCIDENTAL";11;25;26;22;22;13;14;18;17;10;10;9;9;6;4;13;9;8;9;7;7;7;6;282
"43030 CAMPANHA CENTRAL";2;3;4;4;6;5;10;7;11;7;7;2;7;5;2;2;2;-;5;7;6;5;4;113
"43031 CAMPANHA MERIDIONAL";2;6;2;5;4;2;1;9;6;5;2;7;7;4;4;3;3;3;3;4;1;5;6;94
"43032 SERRAS DE SUDESTE";6;3;6;4;7;8;2;1;-;4;10;4;3;4;2;3;2;5;3;4;4;1;4;90
"43033 PELOTAS";40;37;17;26;19;25;12;23;15;22;20;19;15;19;22;25;19;6;17;23;21;14;11;467
"43034 JAGUARAO";1;-;1;2;1;-;2;1;2;1;2;1;3;-;2;1;-;1;1;1;2;-;-;25
"43035 LITORAL LAGUNAR";3;11;8;13;14;15;18;11;18;15;11;13;18;20;9;16;12;12;12;6;2;7;8;272
"42001 SAO MIGUEL DO OESTE";3;3;7;8;3;9;10;18;4;10;7;8;5;5;2;6;8;2;5;4;6;9;6;148
"42002 CHAPECO";19;13;8;15;22;11;19;27;22;25;23;21;17;18;10;12;16;11;9;11;9;15;14;367
"42003 XANXERE";10;6;11;11;12;5;7;9;10;14;13;9;10;7;2;5;4;12;5;11;8;6;4;191
"42004 JOACABA";14;15;30;11;29;12;10;10;14;12;12;9;12;8;7;9;9;5;15;8;12;9;10;282
"42005 CONCORDIA";4;6;5;7;7;6;3;2;2;6;4;7;5;1;2;3;4;1;2;5;1;4;2;89
"42006 CANOINHAS";10;14;9;18;18;9;15;19;9;12;9;13;11;12;4;8;6;3;8;10;5;8;6;236
"42007 SAO BENTO DO SUL";8;10;8;11;9;10;1;7;9;3;6;3;4;5;3;6;3;2;5;5;4;3;5;130
"42008 JOINVILLE";48;53;54;51;46;43;54;53;50;60;45;41;46;29;39;25;29;33;21;32;15;23;21;911
"42009 CURITIBANOS";8;9;7;3;5;12;10;7;9;6;6;9;8;6;4;2;2;5;5;2;1;5;9;140
"42010 CAMPOS DE LAGES";14;12;8;9;2;7;9;10;9;5;10;10;20;10;17;13;10;21;12;15;16;14;14;267
"42011 RIO DO SUL";13;10;12;14;14;12;8;9;13;14;14;15;12;8;8;7;7;8;6;9;8;3;10;234
"42012 BLUMENAU";38;29;35;28;30;35;42;34;33;45;34;36;37;29;33;27;29;30;13;28;17;22;21;705
"42013 ITAJAI";42;45;45;40;29;28;35;48;31;34;31;28;25;30;28;17;30;28;20;31;26;19;19;709
"42014 ITUPORANGA";3;4;2;3;2;3;3;4;2;1;1;3;3;1;1;2;1;1;1;-;3;1;2;47
"42015 TIJUCAS";6;3;3;7;1;8;7;4;4;3;4;4;7;6;2;7;3;4;8;9;5;4;5;114
"42016 FLORIANOPOLIS";79;85;77;69;53;69;62;51;56;43;51;59;43;37;51;46;36;31;25;40;21;32;45;1161
"42017 TABULEIRO";2;2;-;-;1;2;-;-;1;1;2;-;2;3;1;1;1;-;1;1;-;-;1;22
"42018 TUBARAO";10;12;16;21;25;25;16;21;22;16;22;19;24;14;21;12;14;10;15;21;11;16;26;409
"42019 CRICIUMA";19;18;12;11;20;22;14;24;7;15;12;13;14;14;10;11;15;11;7;5;9;2;11;296
"42020 ARARANGUA";14;20;13;13;11;7;8;1;4;12;12;10;8;11;6;5;4;8;11;10;4;3;8;203
"Ignorado - SC";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;2;1;1;1;4;4;22
"28001 SERGIPANA DO SERTAO DO SAO FRANCISCO";2;3;1;8;9;4;3;3;4;3;11;5;6;2;7;2;3;3;5;4;2;5;5;100
"28002 CARIRA";3;1;-;3;3;2;3;2;2;5;1;2;2;4;1;3;1;4;3;1;3;-;2;51
"28003 NOSSA SENHORA DAS DORES";2;2;4;4;5;3;3;1;5;1;3;3;1;3;2;3;-;-;-;1;2;-;2;50
"28004 AGRESTE DE ITABAIANA";6;4;13;13;13;7;10;9;11;17;6;14;8;13;8;6;7;6;5;6;4;5;6;197
"28005 TOBIAS BARRETO";8;3;6;7;9;5;6;2;6;5;5;3;2;4;2;4;4;7;2;1;2;5;2;100
"28006 AGRESTE DE LAGARTO";2;4;12;3;5;4;6;3;7;6;10;3;5;4;4;9;3;-;6;3;2;2;4;107
"28007 PROPRIA";3;4;3;3;4;4;4;3;5;2;5;2;3;4;4;4;-;3;1;-;1;3;1;66
"28008 COTINGUIBA";3;4;2;3;5;1;1;3;3;-;1;2;1;6;1;1;1;2;1;-;4;1;1;47
"28009 JAPARATUBA";1;4;2;5;5;10;2;3;3;3;5;3;2;-;-;1;3;1;1;1;1;-;1;57
"28010 BAIXO COTINGUIBA";4;1;7;2;10;8;4;5;6;2;3;9;4;3;2;2;3;2;1;5;-;3;1;87
"28011 ARACAJU";43;48;34;60;64;48;43;30;47;53;45;37;34;41;51;37;22;26;23;21;21;17;19;864
"28012 BOQUIM";4;7;18;28;7;13;5;6;13;9;10;8;7;12;7;5;5;6;6;2;4;4;4;190
"28013 ESTANCIA";5;6;16;17;11;6;10;6;9;7;6;12;8;6;2;6;6;4;2;7;4;6;-;162
"Ignorado - SE";-;-;-;-;3;2;2;-;3;1;6;3;4;4;2;2;5;1;2;-;1;-;-;41
"35001 JALES";3;4;5;4;3;7;2;4;3;4;3;2;4;5;6;4;-;3;2;8;3;2;2;83
"35002 FERNANDOPOLIS";2;5;8;4;6;5;-;4;4;10;8;4;3;2;10;6;2;5;7;1;3;2;7;108
"35003 VOTUPORANGA";2;-;1;2;3;2;1;6;2;-;2;1;1;1;4;7;3;7;10;3;1;2;5;66
"35004 SAO JOSE DO RIO PRETO";43;42;32;28;32;31;30;46;35;39;21;27;36;27;35;31;29;29;16;31;24;15;27;706
"35005 CATANDUVA";4;4;12;7;8;12;9;9;8;11;5;7;15;4;5;16;17;16;8;4;5;3;3;192
"35006 AURIFLAMA";1;1;-;1;2;3;3;1;-;-;1;2;1;1;-;-;1;2;2;2;-;-;1;25
"35007 NHANDEARA";-;2;3;-;1;3;3;2;-;1;-;-;5;1;1;-;3;1;3;-;1;1;4;35
"35008 NOVO HORIZONTE";-;-;3;-;5;4;-;3;5;3;2;4;1;3;2;3;5;4;5;2;2;2;-;58
"35009 BARRETOS";1;7;4;6;4;14;5;7;9;2;5;4;4;8;3;4;4;4;8;7;2;5;-;117
"35010 SAO JOAQUIM DA BARRA";6;3;7;3;4;3;-;3;5;3;4;6;6;7;2;4;6;10;1;2;1;7;3;96
"35011 ITUVERAVA";4;1;2;3;2;3;4;2;1;3;3;-;-;-;2;1;2;6;3;1;1;2;2;48
"35012 FRANCA";15;21;29;15;32;24;24;20;30;26;14;23;12;9;20;7;14;11;16;20;13;12;10;417
"35013 JABOTICABAL";15;16;8;13;16;10;18;14;11;17;15;8;20;11;9;7;9;5;13;10;10;10;8;273
"35014 RIBEIRAO PRETO";30;30;39;24;24;35;24;42;42;43;45;42;34;29;46;43;35;41;47;34;34;25;46;834
"35015 BATATAIS";5;2;3;3;3;5;2;5;5;3;4;3;2;2;5;2;4;4;5;-;2;2;1;72
"35016 ANDRADINA";3;2;3;3;3;2;4;6;8;6;4;7;3;8;3;1;2;2;1;2;4;1;3;81
"35017 ARACATUBA";6;3;6;3;5;7;2;-;3;5;3;5;4;6;7;11;8;3;3;4;5;7;6;112
"35018 BIRIGUI";6;3;7;11;11;15;5;8;5;4;-;7;10;6;8;7;16;3;8;5;3;1;4;153
"35019 LINS";2;3;2;1;2;2;7;6;6;4;9;6;3;6;5;3;6;5;5;1;7;3;4;98
"35020 BAURU";20;12;9;19;10;21;29;23;18;27;28;25;20;22;25;13;17;15;8;13;14;17;32;437
"35021 JAU";10;15;6;11;19;15;14;12;22;16;18;13;10;6;16;8;10;15;10;12;6;7;10;281
"35022 AVARE";5;6;12;4;7;4;8;4;8;3;6;8;6;9;7;10;7;4;7;9;6;2;4;146
"35023 BOTUCATU";10;14;16;4;12;13;12;10;12;5;9;7;4;5;7;4;9;10;7;6;5;10;8;199
"35024 ARARAQUARA";15;18;20;21;20;23;18;15;21;14;16;17;13;17;18;15;9;8;17;10;8;15;11;359
"35025 SAO CARLOS";12;11;19;8;6;9;8;19;4;5;6;1;8;12;15;20;12;13;12;8;9;18;5;240
"35026 RIO CLARO";5;9;15;18;15;18;21;18;17;15;10;16;8;9;14;5;5;9;9;9;8;3;8;264
"35027 LIMEIRA";28;15;33;40;28;33;36;35;34;23;22;31;28;24;25;14;16;22;18;21;21;30;24;601
"35028 PIRACICABA";12;14;20;21;14;17;22;25;24;16;17;18;26;23;26;30;19;23;14;10;20;19;21;451
"35029 PIRASSUNUNGA";3;3;8;9;12;6;6;6;4;6;5;8;6;5;11;12;2;6;8;6;6;-;3;141
"35030 SAO JOAO DA BOA VISTA";14;10;16;14;15;15;17;14;11;15;11;14;11;10;13;13;10;17;6;13;9;9;8;285
"35031 MOJI MIRIM";17;14;18;6;15;16;17;11;17;13;7;8;17;19;10;11;11;12;21;13;13;16;15;317
"35032 CAMPINAS";84;99;125;103;114;122;122;138;133;114;127;120;116;122;112;112;103;111;82;81;73;87;109;2509
"35033 AMPARO";7;6;8;6;5;4;3;4;2;-;7;7;3;2;2;4;7;4;6;1;7;5;3;103
"35034 DRACENA";9;4;6;8;3;1;7;5;8;6;3;3;5;4;4;3;1;3;3;6;1;2;6;101
"35035 ADAMANTINA";4;9;10;9;3;14;4;8;4;4;11;5;5;1;3;6;2;5;2;4;3;2;5;123
"35036 PRESIDENTE PRUDENTE";34;20;18;25;28;28;29;25;28;21;23;21;20;20;15;18;12;11;5;10;5;10;13;439
"35037 TUPA";7;5;3;6;4;2;5;4;6;2;6;2;2;1;2;5;2;-;5;3;2;2;3;79
"35038 MARILIA";22;18;17;16;22;26;23;17;16;12;14;13;12;10;10;8;8;13;10;11;7;10;8;323
"35039 ASSIS";8;8;13;8;9;10;9;5;12;3;3;2;4;4;4;9;6;2;7;7;7;3;5;148
"35040 OURINHOS";12;13;24;15;14;12;14;10;11;11;10;13;11;11;11;10;5;12;6;13;5;6;6;255
"35041 ITAPEVA";8;12;10;17;12;14;10;7;21;9;8;11;7;5;6;8;7;6;12;8;6;7;4;215
"35042 ITAPETININGA";5;7;16;9;11;8;17;10;14;12;7;8;10;5;8;10;5;10;6;15;6;4;2;205
"35043 TATUI";10;7;4;15;23;17;15;16;12;6;11;9;5;12;18;8;12;10;12;5;12;8;10;257
"35044 CAPAO BONITO";9;5;8;14;6;5;8;4;4;8;8;5;3;5;10;3;9;3;2;9;1;7;5;141
"35045 PIEDADE";4;15;7;11;14;7;9;14;25;13;9;9;14;8;8;2;4;5;7;6;7;8;7;213
"35046 SOROCABA";30;67;89;59;61;51;74;83;91;56;81;76;75;78;76;48;43;60;56;58;53;63;59;1487
"35047 JUNDIAI";18;19;28;27;26;28;34;31;46;33;26;30;31;30;38;25;26;28;21;27;19;35;21;647
"35048 BRAGANCA PAULISTA";36;20;34;45;44;31;37;46;44;31;43;49;40;26;39;25;29;27;22;21;20;14;19;742
"35049 CAMPOS DO JORDAO";3;1;5;2;4;2;1;1;1;1;3;2;1;-;-;3;3;1;1;1;-;4;-;40
"35050 SAO JOSE DOS CAMPOS";99;77;77;76;71;68;85;59;54;58;62;62;54;35;54;28;37;42;29;38;40;31;45;1281
"35051 GUARATINGUETA";30;32;22;37;34;28;25;21;28;22;20;20;25;17;15;19;20;21;15;11;12;9;8;491
"35052 BANANAL";1;-;-;-;-;3;2;-;1;-;1;-;1;-;-;-;-;-;2;-;1;-;-;12
"35053 PARAIBUNA/PARAITINGA";5;2;8;5;5;4;2;3;2;4;2;3;6;1;4;1;-;1;-;2;1;2;6;69
"35054 CARAGUATATUBA";12;28;13;19;24;8;8;18;16;12;11;12;12;16;7;14;5;5;5;6;5;6;9;271
"35055 REGISTRO";29;47;43;31;31;35;31;20;20;34;26;18;14;11;10;11;16;11;10;14;14;10;21;507
"35056 ITANHAEM";15;11;23;19;20;30;24;23;21;16;22;10;20;35;18;14;14;16;12;18;13;16;17;427
"35057 OSASCO";48;78;77;104;108;108;96;81;94;65;78;75;77;64;66;55;57;53;54;49;40;65;71;1663
"35058 FRANCO DA ROCHA";21;23;25;43;34;22;28;35;32;31;22;21;24;31;31;27;25;22;14;13;13;16;8;561
"35059 GUARULHOS";62;72;80;106;81;62;101;111;77;86;85;85;82;72;76;80;55;57;60;50;45;43;51;1679
"35060 ITAPECERICA DA SERRA";38;68;61;50;47;62;48;43;44;35;28;39;28;37;42;30;29;14;15;26;22;25;31;862
"35061 SAO PAULO";331;705;405;621;682;738;831;789;767;750;731;729;637;582;663;520;429;363;187;408;261;272;156;12557
"35062 MOGI DAS CRUZES";46;59;37;72;53;54;65;52;54;58;65;70;91;71;68;59;43;58;51;41;29;39;35;1270
"35063 SANTOS";48;71;72;88;82;81;81;84;77;63;66;62;71;81;56;48;42;43;63;46;50;54;52;1481
"Ignorado - SP";139;219;81;202;149;158;59;50;47;86;65;81;75;63;77;64;49;58;53;31;46;41;40;1933
"17001 BICO DO PAPAGAIO";4;5;4;6;8;5;9;9;6;8;8;7;8;6;3;2;7;7;9;6;6;7;10;150
"17002 ARAGUAINA";20;14;15;16;21;9;14;13;21;14;14;10;9;15;9;15;18;16;6;15;11;12;10;317
"17003 MIRACEMA DO TOCANTINS";5;5;5;5;9;7;5;13;5;7;11;4;4;5;7;4;7;7;4;3;5;2;5;134
"17004 RIO FORMOSO";8;6;3;9;3;4;6;3;8;5;4;6;2;4;7;5;6;11;6;1;1;7;3;118
"17005 GURUPI";1;1;5;3;2;5;4;7;10;7;14;7;7;6;3;5;1;5;3;3;3;2;3;107
"17006 PORTO NACIONAL";16;11;13;14;17;11;11;16;20;15;8;5;19;12;15;16;9;3;12;7;14;10;12;286
"17007 JALAPAO";-;-;1;1;-;1;2;2;2;-;2;4;2;-;2;3;2;1;6;1;-;2;4;38
"17008 DIANOPOLIS";2;3;1;2;6;1;2;9;4;2;2;6;3;4;3;2;3;2;6;3;-;3;-;69
"Ignorado - TO";-;-;-;-;-;-;-;1;-;-;3;1;2;1;2;1;1;2;2;3;-;-;-;19
"Total";8696;9720;9947;9991;10166;10320;10147;9657;9474;8799;9944;9244;8819;8220;8082;6979;6158;6469;6018;5715;5120;5349;5387;188421
