"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"35036 PRESIDENTE PRUDENTE";1;-;-;-;-;-;10;-;-;-;-;1;-;-;-;-;5;5;1;-;-;-;-;23
"35037 TUPA";-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"35038 MARILIA";-;-;-;-;-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;5
"35039 ASSIS";-;-;-;-;1;-;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;5
"35040 OURINHOS";1;-;-;-;1;-;1;3;-;1;1;-;-;-;-;1;-;-;-;-;3;-;-;12
"35041 ITAPEVA";-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;1;-;-;9
"35042 ITAPETININGA";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"35043 TATUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3
"35044 CAPAO BONITO";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"35045 PIEDADE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"35046 SOROCABA";-;-;-;-;2;-;1;2;-;1;-;3;2;2;1;2;2;-;-;5;-;-;-;23
"35047 JUNDIAI";-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;6
"35048 BRAGANCA PAULISTA";-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;5
"35050 SAO JOSE DOS CAMPOS";-;-;-;-;-;-;1;-;-;1;-;-;-;-;2;-;-;-;1;2;-;-;-;7
"35051 GUARATINGUETA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"35054 CARAGUATATUBA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;1;-;-;-;4
"35055 REGISTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"35056 ITANHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"35057 OSASCO";-;1;-;3;-;1;3;1;-;1;1;1;2;-;-;1;3;1;1;2;-;1;1;24
"35058 FRANCO DA ROCHA";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"35059 GUARULHOS";-;-;-;-;2;1;1;1;-;-;1;1;2;-;4;-;-;-;2;-;-;-;-;15
"35060 ITAPECERICA DA SERRA";-;-;-;2;2;2;2;-;2;-;-;1;1;2;4;-;1;-;-;1;-;-;-;20
"35061 SAO PAULO";2;4;2;4;17;13;21;10;9;14;9;9;15;11;25;7;10;8;6;2;8;5;1;212
"35062 MOGI DAS CRUZES";1;1;-;-;2;-;1;-;-;-;-;-;4;-;2;3;-;1;-;1;-;-;-;16
"35063 SANTOS";2;-;-;-;-;-;-;-;-;3;-;2;-;1;1;-;-;-;1;5;2;-;-;17
"Ignorado - SP";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;4;-;10
"17001 BICO DO PAPAGAIO";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"17002 ARAGUAINA";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;3
"17003 MIRACEMA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;2;-;5
"17004 RIO FORMOSO";-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;4
"17005 GURUPI";-;-;-;-;1;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"17006 PORTO NACIONAL";2;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;1;2;-;-;1;2;12
"17007 JALAPAO";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"17008 DIANOPOLIS";-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;5
"Total";127;93;135;143;212;166;235;183;179;177;160;194;193;173;239;235;180;166;124;138;111;124;126;3813
